Transaction Date,Post Date,Description,Amount,Category,Account
07/21/2024,07/21/2024,COMMUNITY ARENA MANAGEMEN,15.00,spend,
07/21/2024,07/21/2024,"PALADAR FUSION MEXICO CU  
 Pay Over Time eligible",145.83,reimburseable,
07/21/2024,07/21/2024,"TM *HOT WHEELS MONSTER  
 Pay Over Time eligible",170.34,spend,
07/21/2024,07/21/2024,TM *HOT WHEELS MONSTER,56.59,spend,
07/21/2024,07/21/2024,AMK FROST BANK CENTER,23.14,spend,
07/21/2024,07/21/2024,H-E-B #621,26.30,groceries,
07/21/2024,07/21/2024,AMK FROST BANK CTR CONC,9.73,spend,
07/21/2024,07/21/2024,"CLEAR *clearme.com  
 Pay Over Time eligible",288.00,travel,
07/20/2024,07/20/2024,"CIRCLE K #2741058  
 Pay Over Time eligible",123.62,gas,
,,,,,
,,,,,
07/20/2024,07/20/2024,SQ *MERIT LEON SPRINGS,10.63,spend,
07/20/2024,07/20/2024,WAL-MART #3107,4.29,groceries,
07/20/2024,07/20/2024,WAL-MART #3107,29.40,groceries,
07/20/2024,07/20/2024,PP*CONDE NAST,15.00,spend,
07/19/2024,07/19/2024,CARE.COM 737-202-3114,41.52,spend,
07/19/2024,07/19/2024,SQ *KELANI YOGURT BOERNE,5.41,spend,
07/19/2024,07/19/2024,CARE.COM 737-202-3114,21.65,spend,
07/28/2024,07/28/2024,GOOGLE *CBS Mobile App,12.98,recurring,
07/27/2024,07/27/2024,H-E-B #621,3.48,groceries,
07/26/2024,07/26/2024,PAYPAL *DISNEY PLUS,15.11,recurring,
,,,,,
07/25/2024,07/25/2024,TST* WONDERSLICE,8.04,spend,
07/25/2024,07/25/2024,TST* MEZQUITE,40.39,spend,
07/25/2024,07/25/2024,PULLMAN MARKET,9.10,gifts,
07/25/2024,07/25/2024,FELIZ MODERN,20.44,gifts,
07/25/2024,07/25/2024,LAZ PARKING ECOMMERCE,3.56,spend,
07/25/2024,07/25/2024,WAL-MART #1126,16.42,gifts,
07/25/2024,07/25/2024,H-E-B #621,23.04,groceries,
07/25/2024,07/25/2024,PAYPAL *GRUBHUBFOOD MINGS,30.58,spend,
07/25/2024,07/25/2024,TIL*TIL*TP OTG OG015,5.98,spend,
07/24/2024,07/24/2024,CIRCLE K #2741058,4.19,spend,
07/29/2024,07/29/2024,"H-E-B ONLINE #108  
 Pay Over Time eligible",273.29,groceries,
07/29/2024,07/29/2024,SQ *TLALOC MEXICAN FOOD,35.05,spend,
07/29/2024,07/29/2024,GOOGLE *YouTubePremium,24.89,recurring,
07/29/2024,07/29/2024,H-E-B #621,47.40,groceries,
07/29/2024,07/29/2024,PAYPAL *NETFLIX.COM,24.89,recurring,
07/28/2024,07/28/2024,PARRYS PIZZA XXVI - S,67.15,spend,
07/28/2024,07/28/2024,SHIPLEY DO-NUTS - FC4600,16.04,spend,
07/30/2024,07/30/2024,CIRCLE K #2741058CIRCLE K #2741058,3.79,spend,
07/30/2024,07/30/2024,H-E-B #621H-E-B #621,27.81,groceries,
08/06/2024,08/06/2024,ERIE FOOD CO-OPERIE FOOD CO-OP,35.25,groceries,
08/06/2024,08/06/2024,Elevate ErieElevate Erie,33.92,spend,
08/06/2024,08/06/2024,GOOGLE *Ad Hoc LabsGOOGLE *Ad Hoc Labs,5.40,recurring,
08/05/2024,08/05/2024,SQ *WHIPPY DIP 2SQ *WHIPPY DIP 2,21.70,spend,
08/05/2024,08/05/2024,"GVTCGVTC
Pay Over Time eligible",102.32,recurring,
08/05/2024,08/05/2024,ERIE FOOD CO-OPERIE FOOD CO-OP,34.98,groceries,
08/05/2024,08/05/2024,"WALDAMEER & WATER WORLDWALDAMEER & WATER WORLD
Pay Over Time eligible",131.00,spend,
08/05/2024,08/05/2024,GIANT EAGLE #4093GIANT EAGLE #4093,97.82,groceries,
08/05/2024,08/05/2024,ERIE FOOD CO-OPERIE FOOD CO-OP,13.87,groceries,
08/05/2024,08/05/2024,WALDAMEER & WATER WORLDWALDAMEER & WATER WORLD,16.93,spend,
08/05/2024,08/05/2024,GQ BOXGQ BOX,41.64,recurring,
08/04/2024,08/04/2024,COUNTRY FAIR #61COUNTRY FAIR #61,8.57,spend,
08/04/2024,08/04/2024,ERIE ZOOLOGICAL SOCIETYERIE ZOOLOGICAL SOCIETY,20.00,spend,
08/04/2024,08/04/2024,SQ *PRESSED BOOKS AND COFSQ *PRESSED BOOKS AND COF,11.94,spend,
08/04/2024,08/04/2024,ERIE ZOOLOGICAL SOCIETYERIE ZOOLOGICAL SOCIETY,50.00,spend,
08/04/2024,08/04/2024,HURRICANE SIMULATORHURRICANE SIMULATOR,3.20,spend,
08/03/2024,08/03/2024,TST*VALERIOS ITALIAN RESTST*VALERIOS ITALIAN RES,31.02,spend,
08/03/2024,08/03/2024,SAT ADINA'S MARKETSAT ADINA'S MARKET,4.79,spend,
08/03/2024,08/03/2024,SAT WHATABURGERSAT WHATABURGER,12.29,spend,
08/03/2024,08/03/2024,CONNIE'S ICE CREAMCONNIE'S ICE CREAM,18.61,spend,
08/03/2024,08/03/2024,HUDSONNEWS ST1121HUDSONNEWS ST1121,48.62,spend,
08/03/2024,08/03/2024,"AVIS RENT-A-CARAVIS RENT-A-CAR
Pay Over Time eligible",180.68,travel,
08/07/2024,08/07/2024,Spotify USASpotify USA,21.64,recurring,
08/02/2024,08/02/2024,CIRCLE K #2741058CIRCLE K #2741058,60.09,gas,
08/02/2024,08/02/2024,BEST BUY MHT 00008649BEST BUY MHT 00008649,29.99,spend,
08/01/2024,08/01/2024,BARNES & NOBLE 2353BARNES & NOBLE 2353,19.42,spend,
08/01/2024,08/01/2024,FWB FAIRVIEWFWB FAIRVIEW,25.20,spend,
08/01/2024,08/01/2024,KID TO KID SAN ANTONIOKID TO KID SAN ANTONIO,41.19,spend,
08/01/2024,08/01/2024,THE BEVY PROVISIONS COTHE BEVY PROVISIONS CO,10.05,spend,
08/01/2024,08/01/2024,GOOGLE *CLOUD J8X3JGGOOGLE *CLOUD J8X3JG,0.05,spend,
08/01/2024,08/01/2024,GOOGLE *YouTube TVGOOGLE *YouTube TV,79.01,recurring,
08/01/2024,08/01/2024,Nike US StoresNike US Stores,54.13,spend,
08/01/2024,08/01/2024,"PAYPAL *ABERCROMBIEPAYPAL *ABERCROMBIE
Pay Over Time eligible",125.55,spend,
08/01/2024,08/01/2024,PAYPAL *GRUBHUBFOOD KINTHPAYPAL *GRUBHUBFOOD KINTH,44.24,spend,
08/01/2024,08/01/2024,SQ *CAFE #65228 LA CANTERSQ *CAFE #65228 LA CANTER,4.33,spend,
08/04/2024,08/04/2024,Audible*RF18O8PK0Audible*RF18O8PK0,16.18,recurring,
,,,,,
08/01/2024,08/01/2024,Prime Video ChannelsPrime Video Channels,5.40,recurring,
07/31/2024,07/31/2024,Amazon Kids+*RV8319QL1Amazon Kids+*RV8319QL1,6.39,recurring,
07/29/2024,07/29/2024,Amazon.com*RV3IR8DI2Amazon.com*RV3IR8DI2,19.04,spend,
07/27/2024,07/27/2024,Amazon.com*RV7XA0C51Amazon.com*RV7XA0C51,19.22,spend,
08/05/2024,08/05/2024,COSTCO *ANNUAL RENEWALCOSTCO *ANNUAL RENEWAL,60.00,recurring,
08/03/2024,08/03/2024,OPENAI *CHATGPT SUBSCROPENAI *CHATGPT SUBSCR,21.28,recurring,
,,,,,
07/28/2024,07/28/2024,RAPID EXPRESS CAR WASH -RAPID EXPRESS CAR WASH -,22.00,recurring,
08/07/2024,08/07/2024,TST*FLAGSHIP CITY FOOD HTST*FLAGSHIP CITY FOOD H,18.76,spend,
08/08/2024,08/08/2024,TSAOCAA X NOODS STATIOTSAOCAA X NOODS STATIO,31.48,spend,
08/06/2024,08/06/2024,PRESQUE ISLE GALLERY & GIPRESQUE ISLE GALLERY & GI,37.03,spend,
,,,,,
08/06/2024,08/06/2024,PRESQUE ISLE GALLERY & GIPRESQUE ISLE GALLERY & GI,44.00,spend,
,,,,,
08/07/2024,08/07/2024,SQ *PRESSED BOOKS AND COFSQ *PRESSED BOOKS AND COF,9.74,spend,
08/07/2024,08/07/2024,MeterEZ LLC,2.00,spend,
08/07/2024,08/07/2024,TST*FLAGSHIP CITY FOOD HTST*FLAGSHIP CITY FOOD H,42.84,spend,
08/07/2024,08/07/2024,TST*FLAGSHIP CITY FOOD HTST*FLAGSHIP CITY FOOD H,22.00,spend,
08/08/2024,08/08/2024,MAID OF THE MIST CORPO,56.50,spend,
08/08/2024,08/08/2024,NF BRIDGE COMMISSION RNF BRIDGE COMMISSION R,4.74,spend,
08/08/2024,08/08/2024,SQ *PRESSED BOOKS AND COFSQ *PRESSED BOOKS AND COF,13.16,spend,
08/08/2024,08/08/2024,POPLUCKPOPLUCK,3.98,spend,
08/09/2024,08/09/2024,"CITY OF NIAGARA FALLS, NCITY OF NIAGARA FALLS, N",20.00,spend,
08/09/2024,08/11/2024,EATALY TORONTO,17.92,spend,chase travel
08/09/2024,08/11/2024,SP ROM COMMERCIAL,17.95,spend,chase travel
08/09/2024,08/11/2024,PRESTO FARE/5F0NHP7VLR,2.41,spend,chase travel
08/10/2024,08/11/2024,CHIPOTLE 2745,22.31,spend,chase travel
08/08/2024,08/11/2024,STARBUCKS 04962,33.71,spend,chase travel
08/09/2024,08/11/2024,EATALY TORONTO,35.23,spend,chase travel
08/09/2024,08/11/2024,PRESTO FARE/5F0N60KLVD,4.81,spend,chase travel
08/09/2024,08/11/2024,SP ROM COMMERCIAL,6.59,spend,chase travel
08/09/2024,08/11/2024,SP ROM COMMERCIAL,65.86,spend,chase travel
08/10/2024,08/11/2024,MINITZ BUFFALO AVE,81.03,gas,chase travel
08/10/2024,08/12/2024,THE ST REGIS TORONTO,19.94,spend,chase travel
08/11/2024,08/12/2024,SOUTHWESTAIR INFLIGHT,7.00,spend,chase travel
08/12/2024,08/12/2024,QUIVER* TRIAL OVER,300.00,reimburseable,chase travel
08/08/2024,08/12/2024,THE ST REGIS TORONTO,2001.89,travel,chase travel
08/10/2024,08/12/2024,BUFFALO/NIAGARA AIRPORT,16.54,spend,chase travel
08/10/2024,08/12/2024,STARBUCKS AS2 MCO,14.70,spend,chase travel
08/12/2024,08/13/2024,APPLE.COM/BILL,9.99,recurring,chase everyday
08/13/2024,08/13/2024,Amazon.com*RM2MO6D71,116.90,spend,amazon
08/12/2024,08/13/2024,Amazon.com*RM3Z107B2,70.31,spend,amazon
08/11/2024,08/12/2024,AMAZON MKTPL*RM9WE9GB1,6.48,spend,amazon
08/11/2024,08/12/2024,Whole Foods VND 10444,317.65,groceries,amazon
08/14/2024,08/15/2024,COLDSTONE #21316,6.40,spend,chase travel
08/14/2024,08/15/2024,SQ *CAFE #65228 LA CANTER,5.36,spend,chase travel
08/15/2024,08/15/2024,PAYPAL *ABERCROMBIE,-36.80,spend,chase travel
08/14/2024,08/15/2024,SA BOTANICAL GARD,8.10,spend,chase travel
08/14/2024,08/15/2024,SHOPS AT LACANTERA TXANF,20.57,spend,chase travel
08/13/2024,08/14/2024,H-E-B #621,48.68,groceries,chase travel
08/14/2024,08/15/2024,Amazon.com,-19.22,spend,amazon
08/14/2024,08/15/2024,AMZN Mktp US*RU2VW7NL2,171.02,spend,amazon
08/15/2024,08/15/2024,usaa,4.00,recurring,amex
08/18/2024,08/19/2024,SHIPLEY DO-NUTS - FC4600,12.94,spend,chase travel
08/18/2024,08/19/2024,adltime1com,116.26,spend,chase travel
08/19/2024,08/19/2024,CARE.COM 737-202-3114,63.17,recurring,chase travel
08/16/2024,08/18/2024,H-E-B #793,23.71,groceries,chase travel
08/16/2024,08/18/2024,CIRCLE K #2741058,95.42,gas,chase travel
08/17/2024,08/18/2024,SQ *BAKERY LORRAINE AT BO,12.69,spend,chase travel
08/16/2024,08/18/2024,SQ *LICK ICE CREAMS LLC,14.85,spend,chase travel
08/16/2024,08/18/2024,TST*SINGHS VIETNAMESE,14.59,spend,chase travel
08/16/2024,08/18/2024,OLMOS PERK,22.28,spend,chase travel
08/15/2024,08/18/2024,CIRCLE K #2741058,7.03,spend,chase travel
08/17/2024,08/18/2024,H-E-B ONLINE #108,101.72,groceries,chase travel
08/17/2024,08/18/2024,LADDERLIFE INSURANCE,72.28,recurring,chase travel
08/17/2024,08/18/2024,TST*EL MIRASOL NAPA OAKS,82.48,spend,chase travel
08/16/2024,08/18/2024,ICP*Endurance Elite Gymna,100.00,spend,chase travel
08/17/2024,08/18/2024,PAYPAL *GRUBHUBFOOD SINGH,26.96,spend,chase travel
08/17/2024,08/18/2024,GOOGLE *FI 2DH99G,84.30,recurring,chase travel
08/15/2024,08/16/2024,PAYPAL *GRUBHUBFOOD PALAD,11.70,spend,chase travel
08/14/2024,08/16/2024,PY *HOPDODDY THE RIM,29.11,spend,chase travel
08/14/2024,08/16/2024,CIRCLE K #2741058,1.61,spend,chase travel
08/15/2024,08/16/2024,GQ BOX,62.99,recurring,chase travel
08/15/2024,08/16/2024,AMZN Mktp US*RU8EX9LD1,149.34,spend,amazon
08/18/2024,08/19/2024,Whole Foods VND 10444,53.50,spend,amazon
08/16/2024,08/18/2024,Amazon Prime*RU1MZ58K2,150.47,recurring,amazon
08/18/2024,08/20/2024,STARBUCKS STORE 16904,6.03,spend,chase travel
08/20/2024,08/21/2024,SQ *MERIT SHAVANO PARK,7.98,spend,chase travel
08/20/2024,08/21/2024,H-E-B #621,30.85,groceries,chase travel
08/20/2024,08/21/2024,H-E-B ONLINE #108,175.36,groceries,chase travel
08/20/2024,08/21/2024,SQ *MERIT SHAVANO PARK,6.63,spend,chase travel
08/18/2024,08/18/2024,leetcode,159.00,recurring,amex
08/18/2024,08/18/2024,kidstrong,109.00,recurring,amex
08/17/2024,08/17/2024,plex,5.40,recurring,amex
08/22/2024,08/23/2024,AMZN Mktp US,-171.02,spend,amazon
08/24/2024,08/25/2024,Hiatus - San Antonio,10.00,spend,chase travel
08/24/2024,08/25/2024,PAYPAL *GRUBHUBFOOD LASGU,11.51,spend,chase travel
08/23/2024,08/25/2024,H-E-B #621,63.53,groceries,chase travel
08/22/2024,08/23/2024,H-E-B #793,16.30,groceries,chase travel
08/22/2024,08/22/2024,Hiatus - San Antonio,89.00,recurring,chase travel
08/21/2024,08/22/2024,Hiatus - San Antonio,89.00,recurring,chase travel
08/21/2024,08/22/2024,Hiatus - San Antonio,89.00,recurring,chase travel
08/20/2024,08/22/2024,BILL MILLER BAR-B-Q - 54,4.55,spend,chase travel
08/24/2024,08/26/2024,WALGREENS #5765,14.99,spend,chase travel
08/25/2024,08/26/2024,CHEVRON 0386240,28.25,groceries,chase travel
08/26/2024,08/26/2024,PAYPAL *DISNEY PLUS,15.11,recurring,chase travel
08/26/2024,08/26/2024,UBER  *EATS,53.59,spend,chase travel
08/26/2024,08/27/2024,H-E-B #793,130.03,groceries,chase travel
08/28/2024,08/28/2024,GOOGLE *CBS Mobile App,12.98,recurring,chase travel
08/27/2024,08/28/2024,WITTE MUSEUMSTORE,6.78,spend,chase travel
08/29/2024,08/30/2024,THE UPS STORE 5218,3.57,spend,chase travel
08/29/2024,08/30/2024,H-E-B #618,7.01,groceries,chase travel
08/29/2024,08/30/2024,ETSY INC.,105.37,spend,chase travel
08/29/2024,08/30/2024,YARD HOUSE ZK 0108324,14.93,spend,chase travel
08/29/2024,08/30/2024,GOOGLE *YouTubePremium,24.89,recurring,chase travel
08/29/2024,08/29/2024,PAYPAL *NETFLIX.COM,24.89,recurring,chase travel
08/28/2024,08/29/2024,SQ *BAKERY LORRAINE AT BO,23.17,spend,chase travel
08/28/2024,08/29/2024,RAPID EXPRESS CAR WASH -,22.00,recurring,chase everyday
08/28/2024,08/29/2024,AMZN Mktp US,-149.34,spend,amazon
09/01/2024,09/02/2024,H-E-B #621,54.78,groceries,chase travel
08/31/2024,09/02/2024,TST*SANTA DIABLA,35.27,spend,chase travel
09/01/2024,09/02/2024,GOOGLE *CLOUD NGDBXS,0.05,recurring,chase travel
08/31/2024,09/02/2024,ARMADILLO BOULDERS,22.73,spend,chase travel
09/01/2024,09/02/2024,GOOGLE *YouTube TV,79.01,recurring,chase travel
08/31/2024,09/02/2024,ARMADILLO BOULDERS,5.00,spend,chase travel
09/01/2024,09/02/2024,WWW.SAMUSICMASTERS.COM,160.00,recurring,chase travel
08/31/2024,09/02/2024,CIRCLE K #2741060,103.85,gas,chase travel
09/01/2024,09/02/2024,H-E-B ONLINE #108,104.28,groceries,chase travel
08/29/2024,09/01/2024,10156 CAVA THE RIM,2.54,spend,chase travel
08/30/2024,09/01/2024,H-E-B ONLINE #108,125.16,groceries,chase travel
08/30/2024,09/01/2024,AQUATICA-FRONT GATE,80.10,spend,chase travel
08/30/2024,09/01/2024,AQUATICA-MRCHDSE,14.30,spend,chase travel
08/31/2024,09/01/2024,PAYPAL *GRUBHUBFOOD CHIPO,5.80,spend,chase travel
08/31/2024,09/01/2024,TST* BACKYARD ON BROADWAY,67.55,spend,chase travel
08/31/2024,09/01/2024,STARBUCKS 800-782-7282,10.00,spend,chase travel
08/30/2024,09/01/2024,10156D CAVA THE RIM,18.24,spend,chase travel
09/01/2024,09/02/2024,Prime Video Channels,5.4,recurring,amazon
09/01/2024,09/02/2024,Prime Video Channels,18.39,recurring,amazon
08/31/2024,09/01/2024,Amazon Kids+*RK6687YQ2,6.39,recurring,amazon
08/29/2024,08/29/2024,kidstrong,99.00,recurring,amex
08/30/2024,08/30/2024,target,156.50,spend,target
08/30/2024,08/30/2024,target,2.57,spend,target
09/05/2024,09/06/2024,GOOGLE *Ad Hoc Labs,5.4,recurring,chase travel
09/05/2024,09/06/2024,MTA*NYCT PAYGO,2.9,spend,chase travel
09/05/2024,09/06/2024,GVTC,102.32,recurring,chase travel
09/04/2024,09/06/2024,BARNES &amp; NOBLE 2353,74.03,spend,chase travel
09/04/2024,09/05/2024,TST* MING'S AT LA CANTERA,14.79,spend,chase travel
09/04/2024,09/05/2024,MTA*NYCT PAYGO,2.9,spend,chase travel
09/04/2024,09/05/2024,PAYPAL *GRUBHUBFOOD MINGS,11.82,spend,chase travel
09/03/2024,09/05/2024,MTA*NYCT PAYGO,2.9,spend,chase travel
09/03/2024,09/05/2024,EATALY NY SALIDO,98.75,spend,chase travel
09/03/2024,09/05/2024,MTA*NYCT PAYGO,2.9,spend,chase travel
09/02/2024,09/04/2024,FREDDY'S 110-0006,20.63,spend,chase travel
09/03/2024,09/04/2024,H-E-B ONLINE #108,145.86,groceries,chase travel
09/02/2024,09/04/2024,10156 CAVA THE RIM,34.91,spend,chase travel
09/03/2024,09/04/2024,HOMESENSE #2016,30.29,spend,chase travel
09/02/2024,09/03/2024,BURN BOOT CAMP LEON SPR,69,recurring,chase travel
09/02/2024,09/03/2024,ACADEMY SPORTS #125,93.22,spend,chase travel
09/03/2024,09/04/2024,OPENAI *CHATGPT SUBSCR,21.28,recurring,chase everyday
09/04/2024,09/04/2024,Audible*ZT44V8LA1,16.18,recurring,amazon
09/06/2024,09/08/2024,PY *ESS-A-BAGEL,7.3,spend,chase travel
09/06/2024,09/08/2024,CVS/PHARMACY #05872,11.64,spend,chase travel
09/05/2024,09/08/2024,TST*SEA ISLAND SHRIMP HO,14.06,spend,chase travel
09/06/2024,09/08/2024,COSA - SAT AIRPORT PARKIN,64,reimburseable,chase travel
09/06/2024,09/08/2024,LEGACY RECORDS,6.54,spend,chase travel
09/07/2024,09/08/2024,Spotify USA,21.64,recurring,chase everyday
09/01/2024,09/10/2024,#146 BLANCO NORTH,8,spend,chase travel
09/09/2024,09/10/2024,Camp Fimfo Texas Hill,17.59,spend,chase travel
09/08/2024,09/09/2024,CAMPFIMFO.COM,10.83,spend,chase travel
09/08/2024,09/09/2024,H-E-B ONLINE #108,211.99,groceries,chase travel
09/08/2024,09/09/2024,TST* MING'S AT LA CANTERA,111.59,spend,chase travel
09/11/2024,09/11/2024,AMAZON MKTPL*Z881S30V0,6.22,spend,amazon
09/10/2024,09/11/2024,COSTCO WHSE #0689,2.15,spend,chase travel
09/10/2024,09/11/2024,SQ *MERIT SHAVANO PARK,6.63,spend,chase travel
09/10/2024,09/11/2024,COSTCO WHSE #0689,132.86,spend,chase travel
09/10/2024,09/11/2024,COSTCO WHSE #0689,-29.98,spend,chase travel
09/10/2024,09/11/2024,COSTCO WHSE #0689,21.89,groceries,chase travel
09/10/2024,09/11/2024,WISHI FASHION INC,48,spend,chase travel
09/06/2024,09/06/2024,vitamin shoppe,30.37,groceries,amex
09/15/2024,09/16/2024,H-E-B #621,39.61,groceries,chase travel
09/15/2024,09/16/2024,BUTCHERBOX,204.00,groceries,chase travel
09/15/2024,09/16/2024,PAYPAL *GRUBHUBFOOD SWEET,11.28,spend,chase travel
09/14/2024,09/15/2024,Amazon.com*3O5408XS3,31.99,groceries,chase travel
09/13/2024,09/15/2024,SQ *LUPE'S LOCAL MEX-TEX,18.49,spend,chase travel
09/13/2024,09/15/2024,TST*FREE ROAM BREWING CO,10.00,spend,chase travel
09/13/2024,09/15/2024,WAL-MART #1126,121.35,spend,chase travel
09/13/2024,09/15/2024,CIRCLE K #2741058,90.53,gas,chase travel
09/14/2024,09/15/2024,H-E-B #621,23.45,groceries,chase travel
09/13/2024,09/15/2024,H-E-B #621,13.31,groceries,chase travel
09/14/2024,09/15/2024,Amazon.com*GB9GQ5563,24.99,spend,chase travel
09/12/2024,09/13/2024,LS BOERNE EPICURE,42.22,spend,chase travel
09/12/2024,09/13/2024,H-E-B #621,36.94,spend,chase travel
09/11/2024,09/12/2024,TST*RIVULET KITCHEN &amp; BA,87.80,spend,chase travel
09/12/2024,09/13/2024,APPLE.COM/BILL,9.99,recurring,chase travel
09/13/2024,09/15/2024,AMAZON MKTPL*YL3ZY21T3,14.06,spend,amazon
09/15/2024,09/15/2024,Amazon.com*0X4BK3TY3,21.41,spend,amazon
09/13/2024,09/13/2024,Amazon.com*SJ2P25JF3,14.39,spend,amazon
09/12/2024,09/12/2024,AMAZON MKTPL*9N5QN5M13,10.81,spend,amazon
09/12/2024,09/12/2024,AMAZON MKTPL*3385B07M3,7.03,spend,amazon
09/16/2024,09/17/2024,WAL-MART #1126,275.62,spend,chase travel
09/15/2024,09/17/2024,POPO TRATTORIA PIZZERI,453.14,spend,chase travel
09/17/2024,09/17/2024,H-E-B ONLINE #108,210.61,groceries,chase travel
09/18/2024,09/19/2024,AMAZON MKTPLACE PMTS,-14.06,spend,chase travel
09/18/2024,09/19/2024,GOOGLE *FI 7CS47K,84.30,recurring,chase travel
09/18/2024,09/19/2024,PAYPAL *BANANAREPUB,84.44,spend,chase travel
09/17/2024,09/18/2024,LADDERLIFE INSURANCE,72.28,recurring,chase travel
09/16/2024,09/18/2024,WM SUPERCENTER #1126,-107.17,spend,chase travel
09/19/2024,09/22/2024,TST*SEA ISLAND SHRIMP HO,44.75,spend,chase travel
09/22/2024,09/22/2024,UBER  *ONE,9.99,recurring,chase travel
09/21/2024,09/22/2024,SNACK* K-POP DOGS,23.98,spend,chase travel
09/20/2024,09/22/2024,H-E-B #621,60.80,groceries,chase travel
09/20/2024,09/22/2024,THE BEVY PROVISIONS CO,22.32,spend,chase travel
09/20/2024,09/22/2024,PAYPAL *BANANAREPUB,77.94,spend,chase travel
09/21/2024,09/22/2024,REAL DEBRID,17.89,spend,chase travel
09/18/2024,09/20/2024,BARNES &amp; NOBLE 2353,5.82,spend,chase travel
09/18/2024,09/20/2024,BARNES &amp; NOBLE 2353,29.22,spend,chase travel
09/17/2024,09/17/2024,plex,5.40,recurring,amex
09/18/2024,09/18/2024,kidstrong,109.00,recurring,amex
09/25/2024,09/26/2024,TARGET 00021873,19.38,spend,chase travel
09/24/2024,09/26/2024,STARBUCKS STORE 10647,8.25,spend,chase travel
09/26/2024,09/26/2024,PAYPAL *DISNEY PLUS,15.11,recurring,chase travel
09/24/2024,09/25/2024,PAYPAL *GRUBHUBFOOD PANDA,6.56,spend,chase travel
09/24/2024,09/25/2024,SQ *SHAKE SHACK,30.23,spend,chase travel
09/23/2024,09/24/2024,H-E-B ONLINE #108,180.27,groceries,chase travel
09/22/2024,09/24/2024,SHIPLEY DO-NUTS - FC4600,17.18,spend,chase travel
09/23/2024,09/24/2024,STITCH FIX INC.,115.29,spend,chase travel
09/20/2024,09/23/2024,THE HOME DEPOT #6556,45.55,spend,chase travel
09/22/2024,09/23/2024,H-E-B #621,32.63,groceries,chase travel
09/24/2024,09/25/2024,AMAZON MKTPL*X58G24EQ3,20.56,spend,amazon
09/22/2024,09/23/2024,Whole Foods VND 10444,13.07,groceries,amazon
09/27/2024,09/29/2024,SQ *BELL'S FROSTBITE,12.44,spend,chase travel
09/28/2024,09/29/2024,TST* MING'S AT LA CANTERA,24.65,spend,chase travel
09/28/2024,09/29/2024,PAYPAL *BANANAREPUB,-84.44,spend,chase travel
09/27/2024,09/29/2024,SQ *GLOBAL EVANGELISM IN,22.00,spend,chase travel
09/28/2024,09/29/2024,GOOGLE *CBS Mobile App,14.06,recurring,chase travel
09/27/2024,09/29/2024,SHOPS AT LACANTERA TXANF,160.21,spend,chase travel
09/29/2024,09/29/2024,PAYPAL *NETFLIX.COM,24.89,recurring,chase travel
09/27/2024,09/29/2024,SQ *GLOBAL EVANGELISM IN,20.00,spend,chase travel
09/27/2024,09/29/2024,LULULEMON LA CANTERA,19.49,spend,chase travel
09/28/2024,09/29/2024,PAYPAL *BANANAREPUB,-77.94,spend,chase travel
09/27/2024,09/29/2024,STARBUCKS 800-782-7282,25.00,spend,chase travel
09/28/2024,09/29/2024,RAPID EXPRESS CAR WASH -,22.00,recurring,chase everyday
09/28/2024,09/28/2024,target,30.83,spend,target
09/29/2024,09/29/2024,target,106.91,spend,target
09/29/2024,09/29/2024,kidstrong,99.00,recurring,amex
10/04/2024,10/06/2024,THE HOME DEPOT #6556,-38.04,spend,chase travel
10/04/2024,10/06/2024,PRESSED JUICERY - LA CANT,8.91,spend,chase travel
10/04/2024,10/06/2024,SQ *NEON SAUCE LLC,26.82,spend,chase travel
10/04/2024,10/06/2024,FEVER USA* HAPPY FRIGH,122.45,spend,chase travel
10/05/2024,10/06/2024,YARD HOUSE ZK 0108324,46.07,spend,chase travel
10/04/2024,10/06/2024,SQ *NEON SAUCE LLC,33.99,spend,chase travel
10/03/2024,10/04/2024,OPENAI *CHATGPT SUBSCR,21.28,recurring,chase travel
10/03/2024,10/03/2024,H-E-B ONLINE #108,40.31,groceries,chase travel
10/02/2024,10/03/2024,PAYPAL *GRUBHUBFOOD SINGH,11.64,spend,chase travel
10/01/2024,10/02/2024,WWW.SAMUSICMASTERS.COM,180.00,recurring,chase travel
10/01/2024,10/02/2024,THE WITTE MUSEUM,111.00,spend,chase travel
10/01/2024,10/02/2024,GOOGLE *YouTube TV,79.01,recurring,chase travel
10/01/2024,10/02/2024,GOOGLE *CLOUD v6wZ88,0.05,spend,chase travel
09/30/2024,10/01/2024,H-E-B ONLINE #108,143.72,groceries,chase travel
09/30/2024,10/01/2024,GOOGLE *Google Fi,61.79,spend,chase travel
09/30/2024,10/01/2024,H-E-B #621,53.73,groceries,chase travel
09/29/2024,10/01/2024,PY *BTWDR TEA CORP,5.82,spend,chase travel
09/29/2024,09/30/2024,H-E-B #623,90.25,groceries,chase travel
09/29/2024,09/30/2024,GOOGLE *YouTubePremium,24.89,recurring,chase travel
09/28/2024,09/30/2024,CIRCLE K #2741060,92.10,gas,chase travel
10/04/2024,10/06/2024,AMAZON MKTPLACE PMTS,-20.56,spend,amazon
10/04/2024,10/06/2024,Audible*KM9WX5ZZ3,16.18,recurring,amazon
10/03/2024,10/04/2024,Amazon.com*340710PU3,182.93,spend,amazon
10/01/2024,10/02/2024,Prime Video Channels,18.39,recurring,amazon
10/02/2024,10/02/2024,AMAZON MKTPL*JB9KT9CL3,16.23,spend,amazon
